index;Revenue;"Revenue Growth";"Gross Profit";"Gross Margin ";"Operating Profit";"Operating Margin ";"Earnings Per Share";"EPS Growth";"Dividends Per Share";"Dividend Growth";"Return on Assets";"Return on Equity";"Return on Invested Capital";ISIN;ticker
2014;215;13.8;70;32.7;16;7.5;0.21;50.0;0.05;25.0;9.5;14.0;12.1;FI4000029905;SCANFL:FI
2015;377;75.9;130;34.4;17;4.4;0.14;-33.3;0.07;40.0;3.8;8.6;5.8;FI4000029905;SCANFL:FI
2016;508;34.6;165;32.5;14;2.7;0.00;-99.3;0.08;14.3;0.0;0.1;0.1;FI4000029905;SCANFL:FI
2017;530;4.3;165;31.2;29;5.5;0.40;39,900.0;0.09;12.5;9.0;22.2;14.6;FI4000029905;SCANFL:FI
2018;563;6.3;180;32.0;38;6.7;0.45;12.5;0.11;22.2;9.5;21.4;15.3;FI4000029905;SCANFL:FI
2019;579;2.9;190;32.9;39;6.7;0.43;-4.4;0.13;18.2;8.7;18.0;13.3;FI4000029905;SCANFL:FI
2020;595;2.7;187;31.5;34;5.6;0.57;32.6;0.15;15.4;10.9;21.1;16.3;FI4000029905;SCANFL:FI
2021;696;16.9;207;29.8;39;5.6;0.46;-19.3;0.17;13.3;7.3;15.2;11.6;FI4000029905;SCANFL:FI
2018;126;-;113;89.7;13;10.2;0.09;-;;;-;-;-;FI4000480215;SITOWS:FI
2019;143;13.8;130;90.6;11;7.4;0.20;126.1;;;4.1;13.3;13.2;FI4000480215;SITOWS:FI
2020;160;11.9;147;91.7;18;11.0;0.37;85.4;;;6.2;20.5;20.4;FI4000480215;SITOWS:FI
2021;179;12.0;165;91.9;16;9.1;0.22;-40.4;;;3.3;8.6;6.2;FI4000480215;SITOWS:FI
2012;2116;5.5;1047;49.5;87;4.1;0.74;72.1;0.50;-39.0;2.6;6.1;3.8;FI0009000251;STOCKA:FI
2013;2037;-3.7;990;48.6;55;2.7;0.67;-9.5;0.60;20.0;2.3;5.4;3.1;FI0009000251;STOCKA:FI
2014;1606;-21.2;780;48.6;-79;-4.9;-1.39;-307.5;0.40;-33.3;-5.0;-12.1;-6.0;FI0009000251;STOCKA:FI
2015;1435;-10.6;725;50.6;-51;-3.6;-2.43;-74.8;-;-100.0;-8.3;-19.4;-10.2;FI0009000251;STOCKA:FI
2016;1176;-18.1;655;55.7;28;2.4;-0.12;95.1;-;-;-0.1;-0.3;-0.2;FI0009000251;STOCKA:FI
2017;1056;-10.2;589;55.8;4;0.3;-2.98;-2,383.3;-;-;-9.7;-21.3;-12.0;FI0009000251;STOCKA:FI
2018;1019;-3.5;580;56.9;26;2.6;-0.70;76.5;-;-;-2.3;-6.5;-3.1;FI0009000251;STOCKA:FI
2019;960;-5.7;541;56.3;24;2.5;-0.72;-2.9;-;-;-2.5;-9.3;-3.5;FI0009000251;STOCKA:FI
2020;791;-17.7;444;56.1;-31;-3.9;-3.89;-440.3;-;-;-18.7;-86.4;-25.3;FI0009000251;STOCKA:FI
2021;899;13.7;527;58.6;50;5.5;0.42;110.8;-;-;3.4;20.2;4.9;FI0009000251;STOCKA:FI
2012;410;92.3;34;8.3;13;3.1;-0.25;54.5;-;-;-3.8;-11.6;-5.0;FI0009010862;SUY1V:FI
2013;374;-8.9;40;10.7;19;5.1;-0.35;-40.0;-;-;-6.2;-18.5;-8.5;FI0009010862;SUY1V:FI
2014;402;7.5;50;12.4;26;6.4;0.10;128.6;-;-;2.0;5.3;2.7;FI0009010862;SUY1V:FI
2015;444;10.5;58;13.1;32;7.2;0.29;190.0;0.05;-;6.1;14.5;8.2;FI0009010862;SUY1V:FI
2016;417;-6.1;52;12.5;25;6.1;0.26;-10.3;0.10;100.0;5.0;11.3;6.6;FI0009010862;SUY1V:FI
2017;426;2.2;42;9.9;15;3.4;0.25;-3.8;0.11;10.0;4.5;10.4;6.0;FI0009010862;SUY1V:FI
2018;431;1.2;31;7.3;4;1.0;-0.03;-112.0;0.11;-;-0.5;-1.3;-0.7;FI0009010862;SUY1V:FI
2019;411;-4.6;37;9.0;8;1.9;0.00;113.3;-;-100.0;0.1;0.2;0.1;FI0009010862;SUY1V:FI
2020;459;11.5;70;15.2;39;8.5;0.52;12,900.0;0.05;-;9.6;21.6;12.5;FI0009010862;SUY1V:FI
2021;443;-3.4;51;11.5;27;6.1;0.36;-30.8;0.20;300.0;5.9;13.4;7.5;FI0009010862;SUY1V:FI
2012;20;-;9;47.5;3;13.5;0.08;-;-;-;-;-;-;FI4000062195;TAALA:FI
2013;25;30.2;11;44.4;3;10.5;0.14;64.3;0.06;-;16.8;22.0;21.4;FI4000062195;TAALA:FI
2014;33;31.1;14;41.5;2;5.7;0.61;342.0;-;-100.0;17.0;50.9;33.4;FI4000062195;TAALA:FI
2015;45;34.7;25;55.6;8;18.2;1.52;149.2;-;-;23.0;62.9;42.8;FI4000062195;TAALA:FI
2016;46;1.4;24;52.5;4;7.7;0.45;-70.4;0.20;-;5.9;13.3;8.8;FI4000062195;TAALA:FI
2017;75;64.1;46;62.1;24;32.1;0.76;68.9;0.22;10.0;9.7;21.5;13.4;FI4000062195;TAALA:FI
2018;58;-22.5;35;60.8;13;22.5;0.76;-;0.26;18.2;9.3;18.9;12.7;FI4000062195;TAALA:FI
2019;67;16.2;42;62.8;20;30.2;0.38;-50.0;0.30;15.4;4.4;8.9;5.8;FI4000062195;TAALA:FI
2020;32;-52.8;19;60.2;9;28.6;0.44;15.8;0.16;-46.7;4.8;9.9;6.4;FI4000062195;TAALA:FI
2021;60;89.2;37;61.4;19;31.6;4.71;970.5;1.32;725.0;46.4;75.0;61.2;FI4000062195;TAALA:FI
2012;73;17.9;59;80.4;-7;-8.9;-0.16;11.1;;;-18.7;-41.3;-24.5;FI0009010227;TEM1V:FI
2013;75;2.2;64;85.9;2;3.1;-0.02;87.5;;;-3.3;-9.2;-4.4;FI0009010227;TEM1V:FI
2014;72;-4.6;60;83.4;3;4.7;-0.08;-300.0;;;-12.7;-48.2;-18.2;FI0009010227;TEM1V:FI
2015;74;3.4;66;89.4;11;14.8;0.00;102.5;;;0.3;1.2;0.4;FI0009010227;TEM1V:FI
2016;60;-19.4;55;92.1;0;0.2;-0.05;-2,600.0;;;-9.4;-44.2;-13.7;FI0009010227;TEM1V:FI
2017;56;-5.6;55;96.8;11;18.9;-0.13;-160.0;;;-34.0;-678.3;-52.1;FI0009010227;TEM1V:FI
2018;42;-25.3;40;94.6;6;15.2;-0.00;96.9;;;-1.8;8.5;-3.2;FI0009010227;TEM1V:FI
2019;47;12.0;45;95.7;14;29.0;0.03;850.0;;;23.6;-537.6;40.4;FI0009010227;TEM1V:FI
2020;53;12.4;50;94.8;19;35.8;0.05;66.7;;;31.0;115.3;45.9;FI0009010227;TEM1V:FI
2021;63;19.3;61;96.4;25;39.2;0.06;20.0;;;28.1;41.7;35.0;FI0009010227;TEM1V:FI
2013;26;-;25;94.9;0;1.1;-0.03;-;-;-;-;-;-;FI4000153580;TNOM:FI
2014;30;14.0;28;93.5;2;5.2;0.00;103.2;-;-;0.1;4.4;0.1;FI4000153580;TNOM:FI
2015;33;11.6;31;94.5;-1;-4.0;-0.07;-6,800.0;-;-;-6.5;-45.9;-8.2;FI4000153580;TNOM:FI
2016;37;12.0;36;96.1;4;10.7;0.07;207.5;-;-;7.0;26.8;8.6;FI4000153580;TNOM:FI
2017;41;12.1;39;94.8;5;11.2;0.08;13.9;0.03;-;7.7;26.6;9.7;FI4000153580;TNOM:FI
2018;49;18.0;46;94.8;8;17.1;0.15;85.4;0.05;60.6;13.1;39.0;16.2;FI4000153580;TNOM:FI
2019;58;18.6;54;93.8;10;17.6;0.18;18.4;0.09;73.6;12.4;36.0;15.2;FI4000153580;TNOM:FI
2020;65;12.4;63;96.2;15;22.6;0.22;22.2;0.75;715.2;12.3;34.4;15.2;FI4000153580;TNOM:FI
2021;83;27.1;80;96.3;16;19.0;0.25;13.6;0.15;-80.0;10.7;28.1;13.6;FI4000153580;TNOM:FI
2012;-;-;-;-;-;-;-;-;-;-;-;-;-;FI4000197934;TOKMAN:FI
2013;713;-;238;33.4;42;5.9;0.34;-;-;-;3.6;186.6;9.2;FI4000197934;TOKMAN:FI
2014;734;3.0;249;33.9;42;5.8;0.37;9.4;-;-;3.8;67.0;5.0;FI4000197934;TOKMAN:FI
2015;755;2.9;258;34.1;38;5.0;0.33;-11.5;-;-;3.3;36.4;4.4;FI4000197934;TOKMAN:FI
2016;776;2.7;268;34.6;49;6.3;0.50;51.5;-;-;6.0;25.3;8.1;FI4000197934;TOKMAN:FI
2017;797;2.7;267;33.5;39;4.8;0.45;-10.0;0.41;-;5.7;16.0;7.8;FI4000197934;TOKMAN:FI
2018;870;9.3;295;33.9;50;5.7;0.61;35.6;0.41;-;7.6;21.2;10.4;FI4000197934;TOKMAN:FI
2019;944;8.5;325;34.4;69;7.3;0.80;31.1;0.50;22.0;7.8;26.4;17.7;FI4000197934;TOKMAN:FI
2020;1073;13.6;370;34.5;98;9.2;1.20;50.0;0.25;-50.0;9.4;35.5;35.5;FI4000197934;TOKMAN:FI
2021;1142;6.4;398;34.8;107;9.4;1.33;10.8;0.85;240.0;9.8;33.8;19.3;FI4000197934;TOKMAN:FI
2012;225;17.2;29;13.1;0;0.0;-10.21;-95.5;-;-;-1.4;-15.7;-4.8;FI4000049812;VERK:FI
2013;238;6.0;37;15.7;7;2.8;0.11;101.1;-;-;8.1;70.8;29.4;FI4000049812;VERK:FI
2014;276;15.9;43;15.4;7;2.7;0.10;-7.4;-;-;6.7;20.1;16.7;FI4000049812;VERK:FI
2015;344;24.6;52;15.1;11;3.2;0.12;20.0;0.14;-;6.7;14.8;14.4;FI4000049812;VERK:FI
2016;371;8.0;58;15.6;13;3.4;0.22;83.3;0.15;5.6;9.8;28.4;21.3;FI4000049812;VERK:FI
2017;432;16.4;62;14.5;13;3.1;0.21;-4.5;0.17;10.7;6.9;26.2;15.5;FI4000049812;VERK:FI
2018;478;10.6;72;15.1;15;3.2;0.21;-;0.18;9.6;5.9;25.1;15.2;FI4000049812;VERK:FI
2019;504;5.5;74;14.7;13;2.6;0.17;-19.0;0.20;8.2;4.8;21.1;13.4;FI4000049812;VERK:FI
2020;554;9.8;88;16.0;21;3.9;0.32;88.2;0.21;8.6;8.8;37.9;25.5;FI4000049812;VERK:FI
2021;575;3.8;91;15.9;22;3.8;0.33;3.1;0.23;7.5;8.7;39.6;27.3;FI4000049812;VERK:FI
2012;516;2.3;92;17.7;2;0.4;0.07;-87.1;0.41;-23.0;0.3;0.5;0.4;FI0009005250;VIK1V:FI
2013;549;6.5;112;20.4;12;2.1;2.09;2,718.9;-;-100.0;6.2;15.7;8.2;FI0009005250;VIK1V:FI
2014;527;-4.0;114;21.6;13;2.5;2.32;11.4;0.41;-;5.8;15.2;7.1;FI0009005250;VIK1V:FI
2015;531;0.6;128;24.1;26;4.9;1.42;-38.9;0.58;39.9;3.5;8.5;4.4;FI0009005250;VIK1V:FI
2016;520;-2.1;121;23.3;12;2.3;0.61;-57.2;0.78;35.7;1.5;3.6;2.0;FI0009005250;VIK1V:FI
2017;514;-1.1;103;20.1;-27;-5.3;0.40;-33.9;0.33;-57.9;1.1;2.4;1.4;FI0009005250;VIK1V:FI
2018;498;-3.1;120;24.1;-25;-5.1;0.42;4.2;0.16;-50.0;1.2;2.4;1.5;FI0009005250;VIK1V:FI
2019;496;-0.3;126;25.3;-16;-3.2;0.82;95.9;0.16;-;2.3;4.6;3.0;FI0009005250;VIK1V:FI
2020;189;-62.0;-19;-10.1;-75;-39.8;-3.41;-515.3;-;-100.0;-9.4;-19.7;-12.3;FI0009005250;VIK1V:FI
2021;258;36.8;38;14.6;-23;-8.9;1.97;157.8;-;-;4.5;10.5;5.7;FI0009005250;VIK1V:FI
2012;157;7.6;150;95.3;20;12.8;0.09;-10.0;0.06;-;11.1;22.6;22.6;N/A;WITH:FI
2013;155;-1.3;148;95.5;27;17.4;0.11;22.2;0.06;-;12.5;23.9;23.9;N/A;WITH:FI
2014;137;-11.4;130;94.9;22;16.1;0.10;-9.1;0.06;-;11.0;20.7;20.7;N/A;WITH:FI
2015;148;7.4;142;96.2;20;13.5;0.14;40.0;0.06;-;13.9;28.1;28.1;N/A;WITH:FI
2016;158;7.2;153;96.4;19;11.9;0.10;-28.6;0.06;-;9.1;19.9;19.9;N/A;WITH:FI
2017;170;7.2;145;85.3;11;6.6;0.07;-30.0;0.06;-;6.4;15.1;15.1;N/A;WITH:FI
2018;191;12.4;151;79.4;4;2.3;0.01;-85.7;0.04;-33.3;0.4;1.2;1.2;N/A;WITH:FI
2019;217;14.0;167;76.7;-5;-2.5;0.02;100.0;-;-100.0;1.5;4.7;4.7;N/A;WITH:FI
2020;220;1.3;172;78.2;20;8.9;0.08;300.0;-;-;5.5;16.2;16.2;N/A;WITH:FI
2021;236;7.3;186;78.6;17;7.3;0.08;-;0.04;-;5.2;14.3;12.6;N/A;WITH:FI
2012;23;-1.0;15;63.9;1;2.6;0.60;-51.2;-;-;21.3;31.4;29.5;FI0009008080;ACG1V:FI
2013;19;-17.3;11;57.5;-1;-3.8;-0.28;-146.7;-;-;-9.5;-13.2;-12.1;FI0009008080;ACG1V:FI
2014;21;8.6;13;62.0;-2;-9.3;-0.31;-10.7;-;-;-12.2;-17.2;-15.0;FI0009008080;ACG1V:FI
2015;17;-16.9;10;59.2;-1;-7.6;-0.16;48.4;-;-;-7.1;-10.1;-9.0;FI0009008080;ACG1V:FI
2016;22;23.9;12;57.6;1;3.1;0.16;200.0;-;-;7.0;10.3;9.1;FI0009008080;ACG1V:FI
2017;24;10.6;13;52.6;1;3.5;0.19;18.8;-;-;7.6;11.2;10.1;FI0009008080;ACG1V:FI
2018;29;21.8;16;54.8;3;9.8;0.49;157.9;0.07;-;15.0;24.0;19.5;FI0009008080;ACG1V:FI
2019;31;7.0;17;55.2;3;10.7;0.59;20.4;0.12;71.4;14.2;23.9;18.1;FI0009008080;ACG1V:FI
2020;26;-17.8;14;53.3;-0;-0.6;-0.01;-101.7;0.15;25.0;-0.3;-0.6;-0.4;FI0009008080;ACG1V:FI
2021;33;29.3;17;51.6;2;6.7;0.31;3,200.0;-;-100.0;7.2;11.6;9.3;FI0009008080;ACG1V:FI
2012;129;-19.2;14;10.6;-12;-9.4;-0.06;-166.7;-;-100.0;-4.3;-6.9;-6.3;FI0009800098;AFAGR:FI
2013;136;5.4;13;9.2;-2;-1.8;-0.02;66.7;-;-;-1.5;-2.1;-2.0;FI0009800098;AFAGR:FI
2014;173;27.4;29;17.0;6;3.4;0.01;150.0;0.02;-;1.0;1.5;1.4;FI0009800098;AFAGR:FI
2015;188;8.7;38;20.3;12;6.6;0.03;200.0;0.02;-;3.2;5.0;4.5;FI0009800098;AFAGR:FI
2016;154;-18.2;30;19.5;-1;-0.9;-;-100.0;0.02;-;-0.2;-0.4;-0.3;FI0009800098;AFAGR:FI
2017;199;29.5;40;19.9;9;4.3;0.02;-;0.02;-;2.4;3.6;3.4;FI0009800098;AFAGR:FI
2018;194;-2.4;30;15.3;-2;-1.2;-0.07;-391.7;-;-100.0;-7.0;-11.2;-10.0;FI0009800098;AFAGR:FI
2019;98;-49.5;21;21.5;-8;-8.6;-0.23;-228.6;-;-;-23.9;-51.1;-36.3;FI0009800098;AFAGR:FI
2020;60;-38.9;14;22.8;-7;-11.8;-0.07;69.6;-;-;-9.7;-33.9;-15.8;FI0009800098;AFAGR:FI
2021;80;34.2;23;28.5;4;5.5;0.04;157.1;-;-;6.3;25.0;11.3;FI0009800098;AFAGR:FI
2012;378;12.7;82;21.6;4;0.9;1.07;16.3;0.85;-5.6;3.1;4.6;4.0;FI0009003503;APETIT:FI
2013;387;2.4;83;21.4;2;0.5;1.63;52.3;0.90;5.9;5.0;7.7;6.4;FI0009003503;APETIT:FI
2014;385;-0.7;83;21.4;1;0.2;-1.29;-179.1;1.00;11.1;-3.7;-5.3;-4.8;FI0009003503;APETIT:FI
2015;381;-1.0;81;21.2;2;0.4;-0.69;46.5;0.70;-30.0;-2.1;-3.2;-2.7;FI0009003503;APETIT:FI
2016;312;-18.1;64;20.6;-;-;0.19;127.5;0.70;-;0.6;1.0;0.8;FI0009003503;APETIT:FI
2017;312;-0.1;64;20.6;1;0.3;-0.10;-152.6;0.70;-;-0.4;-0.5;-0.5;FI0009003503;APETIT:FI
2018;260;-16.6;53;20.2;2;0.7;-1.21;-1,110.0;0.70;-;-4.7;-7.0;-6.2;FI0009003503;APETIT:FI
2019;297;14.2;45;15.0;-3;-1.0;-0.71;41.3;0.40;-42.9;-2.6;-4.5;-3.5;FI0009003503;APETIT:FI
2020;293;-1.3;53;18.0;4;1.4;0.52;173.2;0.45;12.5;2.0;3.4;2.6;FI0009003503;APETIT:FI
2021;284;-3.1;49;17.4;3;0.9;0.38;-26.9;0.50;11.1;1.6;2.5;2.0;FI0009003503;APETIT:FI
2012;2;-5.6;1;35.5;-5;-223.9;-0.27;-109.4;0.20;-;-6.6;-8.3;-7.8;FI0009005482;BIOBV:FI
2013;3;68.6;2;50.7;-6;-169.7;-0.43;-59.3;0.50;148.8;-17.6;-20.4;-20.2;FI0009005482;BIOBV:FI
2014;4;26.4;2;55.9;-5;-103.3;-0.32;25.6;0.72;44.6;-5.6;-6.6;-6.5;FI0009005482;BIOBV:FI
2015;6;38.7;3;52.8;-4;-58.8;-0.20;37.5;-;-100.0;-22.2;-25.4;-25.0;FI0009005482;BIOBV:FI
2016;8;35.4;5;64.7;-3;-38.6;-0.22;-10.0;-;-;-26.7;-31.3;-31.1;FI0009005482;BIOBV:FI
2017;9;9.6;6;62.8;-2;-18.1;0.41;286.4;-;-;38.5;43.9;43.8;FI0009005482;BIOBV:FI
2018;10;10.6;6;64.9;-2;-19.8;-0.14;-134.1;-;-;-11.7;-12.9;-12.9;FI0009005482;BIOBV:FI
2019;10;1.2;7;66.3;-1;-14.0;-0.09;35.7;-;-;-8.0;-9.3;-9.3;FI0009005482;BIOBV:FI
2020;7;-29.1;4;55.6;-3;-44.6;-0.22;-144.4;-;-;-23.5;-28.5;-28.2;FI0009005482;BIOBV:FI
2021;9;31.4;6;63.2;-2;-16.0;-0.10;54.5;-;-;-14.7;-18.7;-18.4;FI0009005482;BIOBV:FI
2012;43;9.3;12;28.1;1;3.0;0.38;-25.5;0.30;-;6.4;11.0;10.1;FI0009900724;BOREO:FI
2013;41;-3.7;12;28.1;1;2.2;0.22;-42.1;0.20;-33.3;3.7;6.3;5.8;FI0009900724;BOREO:FI
2014;42;0.5;12;27.9;2;4.1;0.53;140.9;0.20;-;8.8;15.1;13.8;FI0009900724;BOREO:FI
2015;42;0.5;12;27.6;2;5.7;0.72;35.8;0.25;25.0;11.8;19.4;17.8;FI0009900724;BOREO:FI
2016;40;-3.7;12;29.3;2;5.4;0.56;-22.2;0.30;20.0;8.5;13.4;12.3;FI0009900724;BOREO:FI
2017;54;34.6;15;27.3;2;4.4;0.72;28.6;0.31;3.3;9.3;15.1;13.3;FI0009900724;BOREO:FI
2018;57;5.5;16;27.9;4;6.1;1.00;38.9;-;-100.0;11.5;19.3;16.7;FI0009900724;BOREO:FI
2019;60;4.7;16;27.4;4;5.8;0.90;-10.0;0.33;-;9.4;15.3;13.1;FI0009900724;BOREO:FI
2020;98;62.8;26;26.7;4;4.4;0.91;1.1;-;-100.0;5.1;14.0;7.2;FI0009900724;BOREO:FI
2021;147;50.3;37;25.3;7;4.7;1.99;118.7;0.40;-;6.4;26.7;9.4;FI0009900724;BOREO:FI
2012;-;-;-;-;-;-;-;-;-;-;-;-;-;FI4000178256;CONSTI:FI
2013;172;-;56;32.5;5;3.0;0.04;-;-;-;0.4;-20.4;0.5;FI4000178256;CONSTI:FI
2014;216;25.6;68;31.5;8;3.5;0.26;589.5;-;-;2.3;-505.7;3.7;FI4000178256;CONSTI:FI
2015;256;18.6;78;30.5;8;3.1;0.61;132.8;-;-;3.5;26.1;6.6;FI4000178256;CONSTI:FI
2016;262;2.1;82;31.4;11;4.0;1.05;72.1;0.39;-;8.5;29.4;16.6;FI4000178256;CONSTI:FI
2017;300;14.8;82;27.3;-1;-0.4;-0.14;-113.3;0.54;38.5;-1.1;-3.9;-2.2;FI4000178256;CONSTI:FI
2018;316;5.2;83;26.2;-3;-0.9;-0.30;-114.3;-;-100.0;-2.2;-9.6;-5.1;FI4000178256;CONSTI:FI
2019;315;-0.3;85;27.0;4;1.2;0.30;200.0;-;-;2.4;10.1;5.3;FI4000178256;CONSTI:FI
2020;275;-12.8;83;30.2;8;2.8;0.69;130.0;0.16;-;4.6;18.0;9.7;FI4000178256;CONSTI:FI
2021;289;5.1;82;28.4;5;1.9;0.46;-33.3;0.40;150.0;3.0;11.3;6.1;FI4000178256;CONSTI:FI
2012;545;-5.5;314;57.6;4;0.7;-41.74;-362.4;;;-5.4;-39.0;-7.2;FI4000476783;CTH1V:FI
2013;511;-6.3;304;59.5;11;2.1;-27.08;35.1;;;-3.5;-18.8;-4.7;FI4000476783;CTH1V:FI
2014;495;-3.0;302;60.9;9;1.8;-22.75;16.0;;;-6.3;-29.8;-8.7;FI4000476783;CTH1V:FI
2015;210;-57.6;109;51.8;-5;-2.3;-31.06;-36.5;;;-19.1;-128.0;-27.4;FI4000476783;CTH1V:FI
2016;139;-33.9;75;53.6;-11;-7.8;-59.22;-90.7;;;-84.8;371.7;-161.8;FI4000476783;CTH1V:FI
2017;122;-11.9;61;49.8;1;0.4;25.28;142.7;;;181.2;-222.8;847.1;FI4000476783;CTH1V:FI
2018;39;-67.9;27;68.7;1;3.3;0.36;-98.6;;;2.0;5.3;3.3;FI4000476783;CTH1V:FI
2019;51;29.1;33;64.5;-2;-3.3;2.96;719.9;;;28.3;83.0;54.8;FI4000476783;CTH1V:FI
2020;70;38.0;44;63.4;-2;-3.1;-0.20;-106.8;;;-1.6;-4.8;-3.2;FI4000476783;CTH1V:FI
2021;87;24.6;55;62.8;-1;-1.0;-0.04;80.0;;;-0.7;-1.7;-1.3;FI4000476783;CTH1V:FI
2012;57;-30.2;18;30.9;-12;-21.6;-1.35;-3,655.3;;;-50.9;-118.8;-76.9;FI0009008007;DIGIGR:FI
2013;33;-41.3;8;22.8;-12;-35.4;-0.59;56.1;;;-42.3;-224.2;-68.8;FI0009008007;DIGIGR:FI
2014;24;-28.3;6;25.3;-7;-31.1;-0.08;86.2;;;-34.6;-672.6;-50.3;FI0009008007;DIGIGR:FI
2015;17;-29.0;2;10.9;-8;-49.9;-0.05;39.0;;;-52.7;-1,421.7;-73.9;FI0009008007;DIGIGR:FI
2016;15;-10.3;1;8.9;-8;-51.0;-0.03;40.0;;;-55.5;1,281.0;-88.9;FI0009008007;DIGIGR:FI
2017;20;31.1;2;11.0;-5;-24.5;-0.02;33.3;;;-33.8;-1,089.8;-55.1;FI0009008007;DIGIGR:FI
2018;25;23.7;3;11.4;-6;-26.0;-0.01;50.0;;;-23.9;-109.2;-34.0;FI0009008007;DIGIGR:FI
2019;27;10.8;2;8.9;-7;-25.9;-0.02;-100.0;;;-50.1;2,266.2;-72.9;FI0009008007;DIGIGR:FI
2020;20;-25.2;5;22.3;-5;-26.2;-0.02;-;;;-51.5;94.5;-82.0;FI0009008007;DIGIGR:FI
2021;18;-9.8;4;21.7;-5;-28.2;-0.01;50.0;;;-34.3;28.1;-58.4;FI0009008007;DIGIGR:FI
2012;94;28.4;94;99.8;3;3.6;0.05;-;0.01;-;7.7;13.2;12.6;FI0009008098;DOV1V:FI
2013;99;4.8;98;99.7;2;2.3;0.09;80.0;0.02;100.0;13.7;23.0;21.9;FI0009008098;DOV1V:FI
2014;99;0.3;98;99.6;1;1.2;0.00;-95.6;0.02;-;0.7;1.1;1.1;FI0009008098;DOV1V:FI
2015;116;17.2;116;99.9;-1;-0.8;-0.02;-600.0;0.02;-;-4.6;-8.2;-7.2;FI0009008098;DOV1V:FI
2016;84;-27.7;84;99.9;-0;-0.1;-0.02;-;0.01;-50.0;-3.5;-6.3;-5.3;FI0009008098;DOV1V:FI
2017;63;-25.2;63;99.8;0;0.0;-0.01;50.0;0.01;-;-1.4;-2.3;-2.0;FI0009008098;DOV1V:FI
2018;65;4.4;65;99.7;1;0.8;0.01;200.0;0.01;-;2.3;3.8;3.3;FI0009008098;DOV1V:FI
2019;83;27.0;83;99.8;2;2.3;0.02;100.0;0.01;-;4.8;9.0;7.6;FI0009008098;DOV1V:FI
2020;77;-6.8;77;99.8;2;3.0;0.02;-20.0;0.01;-;3.5;6.8;5.5;FI0009008098;DOV1V:FI
2021;143;84.2;97;67.8;6;4.3;0.04;118.8;0.01;-;6.4;14.0;11.2;FI0009008098;DOV1V:FI
2015;70;-;23;33.2;2;2.3;0.07;-;-;-;-;-;-;FI4000322326;EEZY:FI
2016;90;29.4;31;34.1;3;2.9;0.14;107.7;-;-;6.2;44.5;11.9;FI4000322326;EEZY:FI
2017;116;28.8;23;19.6;1;0.6;-0.18;-231.1;-;-;-4.3;-49.6;-16.7;FI4000322326;EEZY:FI
2018;82;-29.5;30;36.4;9;10.5;0.38;314.7;-;-;4.6;14.4;9.7;FI4000322326;EEZY:FI
2019;170;107.8;52;30.6;11;6.5;0.25;-34.2;0.22;-;3.0;5.9;3.9;FI4000322326;EEZY:FI
2020;191;12.3;31;16.3;8;4.3;0.11;-56.0;0.10;-53.7;1.3;2.6;1.7;FI4000322326;EEZY:FI
2021;203;6.7;32;15.6;12;5.9;0.30;172.7;0.15;50.0;3.7;7.1;4.7;FI4000322326;EEZY:FI
2012;44;-3.4;22;50.7;3;7.8;0.59;9.3;0.22;29.4;5.1;11.1;5.7;FI0009900658;ELEAV:FI
2013;45;3.4;23;50.2;4;7.8;0.60;1.7;0.25;13.6;5.1;10.7;5.8;FI0009900658;ELEAV:FI
2014;46;1.1;23;50.3;4;9.3;0.65;8.3;0.26;4.0;5.5;11.8;6.2;FI0009900658;ELEAV:FI
2015;46;0.6;24;52.1;4;9.3;0.82;26.2;0.28;7.7;6.7;14.9;7.7;FI0009900658;ELEAV:FI
2016;44;-4.3;23;52.1;5;10.2;0.84;2.4;0.30;7.1;6.5;13.5;7.4;FI0009900658;ELEAV:FI
2017;39;-10.7;20;49.8;4;9.0;0.66;-21.4;0.31;3.3;4.9;9.7;5.5;FI0009900658;ELEAV:FI
2018;42;7.0;21;50.7;4;8.4;0.67;1.5;-;-100.0;5.0;9.9;5.5;FI0009900658;ELEAV:FI
2019;39;-6.6;20;50.9;2;5.6;0.26;-61.2;0.33;-;2.0;3.8;2.1;FI0009900658;ELEAV:FI
2020;37;-6.9;19;50.6;4;12.1;0.73;180.8;0.23;-30.3;5.6;11.1;6.4;FI0009900658;ELEAV:FI
2021;33;-11.2;14;43.9;0;0.2;0.69;-5.5;0.28;21.7;5.4;10.4;6.1;FI0009900658;ELEAV:FI
2011;88;26.2;29;32.5;4;4.7;0.68;2,839.1;;;7.7;15.6;12.5;FI4000415252;ENEDO:FI
2012;78;-11.3;24;31.3;-3;-3.3;-0.45;-166.6;;;-4.9;-10.2;-8.4;FI4000415252;ENEDO:FI
2014;85;9.2;30;34.6;-2;-1.9;-0.38;16.7;;;-5.6;-13.3;-9.7;FI4000415252;ENEDO:FI
2015;90;5.4;30;33.3;-2;-1.7;-0.53;-40.0;;;-6.1;-16.8;-10.6;FI4000415252;ENEDO:FI
2016;75;-16.1;25;32.6;-10;-12.9;-1.65;-214.7;;;-21.9;-85.5;-44.6;FI4000415252;ENEDO:FI
2017;70;-7.3;20;28.8;-0;-0.0;-0.21;87.0;;;-1.3;-7.9;-2.8;FI4000415252;ENEDO:FI
2018;34;-51.8;11;33.9;-3;-10.3;-3.00;-1,301.9;;;-18.4;-95.4;-37.2;FI4000415252;ENEDO:FI
